artist,artist_uri,track,track_uri,popularity
Punch,spotify:artist:2FgZrgTMX6Sk0VNcOsEPmm,Midnight,spotify:track:2j7pfH8zJkfNzCfoOBTKkX,46
Punch,spotify:artist:2FgZrgTMX6Sk0VNcOsEPmm,BOM BOM BOM,spotify:track:1POcic2HiZ5wkYK0xXSpoA,44
Punch,spotify:artist:2FgZrgTMX6Sk0VNcOsEPmm,Stay With Me - Instrumental,spotify:track:1E83cLlmnV7ysAd1sprcgU,43
Punch,spotify:artist:2FgZrgTMX6Sk0VNcOsEPmm,Love me,spotify:track:31PaBkNKQrkcKPtnQ0fKW6,41
Punch,spotify:artist:2FgZrgTMX6Sk0VNcOsEPmm,I Miss You,spotify:track:1i1rDN4Z8CZ8aPzeUvaXEs,41
Roy Kim,spotify:artist:3ErHVJMsxTq2lLSmnONBm9,Only Then,spotify:track:7mFigNlS2dsKMhcmJyfpeg,55
Roy Kim,spotify:artist:3ErHVJMsxTq2lLSmnONBm9,HEAVEN,spotify:track:4HN2lu14JqrBVT1OYinP8f,49
Roy Kim,spotify:artist:3ErHVJMsxTq2lLSmnONBm9,Stay with Me,spotify:track:24CdJND1Q4WIkQBXrZyWCG,44
Roy Kim,spotify:artist:3ErHVJMsxTq2lLSmnONBm9,좋겠다,spotify:track:2xLy4vn6hDvn2vVaomeh27,44
Roy Kim,spotify:artist:3ErHVJMsxTq2lLSmnONBm9,Pinocchio,spotify:track:4rC67uMNRYf26jSfv0qYDP,42
Roy Kim,spotify:artist:3ErHVJMsxTq2lLSmnONBm9,Linger On - Instrumental,spotify:track:1SS2sXZOtx7PPhClxODraq,40
Roy Kim,spotify:artist:3ErHVJMsxTq2lLSmnONBm9,No Longer Mine,spotify:track:7CbwJ01mBsAnOCchKupPQL,40
Roy Kim,spotify:artist:3ErHVJMsxTq2lLSmnONBm9,Maybe I,spotify:track:7ngHMY8gzscgMPnqSgU7wA,40
Roy Kim,spotify:artist:3ErHVJMsxTq2lLSmnONBm9,Bom Bom Bom,spotify:track:1rVPj9cryjgB7MdaU6sqN3,40
Roy Kim,spotify:artist:3ErHVJMsxTq2lLSmnONBm9,The Hardest Part,spotify:track:0iJhBjjOrLKG8RwmjWWSfF,40
BEN,spotify:artist:0bDdOBGVCFVt0f8N9ldW1k,Because I am a woman,spotify:track:0lsnhrK331ObO8FyyvN2iU,51
BEN,spotify:artist:0bDdOBGVCFVt0f8N9ldW1k,180 Degree,spotify:track:0O5bo4CqoUcXGyRPoeTHSB,49
BEN,spotify:artist:0bDdOBGVCFVt0f8N9ldW1k,Can Love Be Fair,spotify:track:0ZSgMcumYoRwVeFmFJWtmm,48
BEN,spotify:artist:0bDdOBGVCFVt0f8N9ldW1k,Can't Go,spotify:track:6uXeXVyxeZOj7pkKZPY1qW,47
BEN,spotify:artist:0bDdOBGVCFVt0f8N9ldW1k,Just Like a Dream,spotify:track:0J2ImJ3WaKokMQ6FGG7OOW,46
BEN,spotify:artist:0bDdOBGVCFVt0f8N9ldW1k,"Darling U [From ""Oh My Venus (Original Television Soundtrack), Pt. 2""]",spotify:track:1WI339xQqEbwdL97NBq30X,45
BEN,spotify:artist:0bDdOBGVCFVt0f8N9ldW1k,Memory,spotify:track:1aNos0e8suxoafRfykgjMQ,45
BEN,spotify:artist:0bDdOBGVCFVt0f8N9ldW1k,Thank you for Goodbye,spotify:track:6Bg4lDnamQKDVbiV7M53z1,43
BEN,spotify:artist:0bDdOBGVCFVt0f8N9ldW1k,"Love, ing",spotify:track:269Fxuy0WNGk4nnI8M5LdK,42
BEN,spotify:artist:0bDdOBGVCFVt0f8N9ldW1k,You,spotify:track:3lO5ShDSFaisIh5Xst8na0,41
JONGHYUN,spotify:artist:5rGgflnIpRNizTCozbYBuY,Lonely,spotify:track:5efB9wfc6dn3pzll9ElIrH,57
JONGHYUN,spotify:artist:5rGgflnIpRNizTCozbYBuY,End of a day,spotify:track:0cAFqRrz8OqAoHdbiCM5OD,52
JONGHYUN,spotify:artist:5rGgflnIpRNizTCozbYBuY,Moon,spotify:track:6NeEgmjQRN1QlDbNDhWb3P,50
JONGHYUN,spotify:artist:5rGgflnIpRNizTCozbYBuY,Let Me Out,spotify:track:3wr1xZSVMxLpAggIGSfjJD,47
JONGHYUN,spotify:artist:5rGgflnIpRNizTCozbYBuY,우린 봄이 오기 전에 Before Our Spring,spotify:track:3bNjjq8KpMx2Y9gpCoJl2u,46
JONGHYUN,spotify:artist:5rGgflnIpRNizTCozbYBuY,"Beautiful Lady [From “Oh My Venus (Original Television Soundtrack), Pt 1""]",spotify:track:3AMsvvocgvLBiHwbqWQ7PN,45
JONGHYUN,spotify:artist:5rGgflnIpRNizTCozbYBuY,빛이 나 Shinin',spotify:track:3PbsYQc7kMKFaJMs1Cj3tj,45
JONGHYUN,spotify:artist:5rGgflnIpRNizTCozbYBuY,Diphylleia grayi,spotify:track:5zkaZh7IKPfin3eRNkqfLQ,44
JONGHYUN,spotify:artist:5rGgflnIpRNizTCozbYBuY,좋아 She is,spotify:track:2Xc0PwLnJnJtOVXKWcWBXs,43
JONGHYUN,spotify:artist:5rGgflnIpRNizTCozbYBuY,Elevator,spotify:track:5nW5qUV0cL00mxjHeTowif,42
SuperM,spotify:artist:5BHFSMEjfLVx1JwRWjAOsE,Jopping,spotify:track:5WrEilrRI5cIW0DxMvQYPZ,64
SuperM,spotify:artist:5BHFSMEjfLVx1JwRWjAOsE,Wish You Were Here,spotify:track:1jriDhlQ4iaxu7XimeUJiP,58
SuperM,spotify:artist:5BHFSMEjfLVx1JwRWjAOsE,Tiger Inside,spotify:track:1ADlTU9mFc3oDdD9Vla2Yw,56
SuperM,spotify:artist:5BHFSMEjfLVx1JwRWjAOsE,Better Days,spotify:track:09PXLSwlqGCfCwDT56dIJ9,56
SuperM,spotify:artist:5BHFSMEjfLVx1JwRWjAOsE,We DO,spotify:track:2y3RsLPUpPcMUdzluiJtNE,55
SuperM,spotify:artist:5BHFSMEjfLVx1JwRWjAOsE,No Manners,spotify:track:3dJecOICXVH0e9oDU6wDyN,53
SuperM,spotify:artist:5BHFSMEjfLVx1JwRWjAOsE,One (Monster & Infinity),spotify:track:79rZwU6UJ7FwODmAqXJqmO,52
SuperM,spotify:artist:5BHFSMEjfLVx1JwRWjAOsE,With You,spotify:track:22MtkZESOZ5hZyuVwxkwUM,52
SuperM,spotify:artist:5BHFSMEjfLVx1JwRWjAOsE,Super Car,spotify:track:3PqUAwpVHXr3GOCAL22mfo,50
SuperM,spotify:artist:5BHFSMEjfLVx1JwRWjAOsE,I Can't Stand The Rain,spotify:track:0ls2ZkYJcDBVLZGvtzp4Qc,49
YUQI,spotify:artist:22aCD8IrQZjcPgZw728QT6,Bonnie & Clyde,spotify:track:21aIsunB7PfZI0vlIoaJPh,61
YUQI,spotify:artist:22aCD8IrQZjcPgZw728QT6,Giant,spotify:track:3p8low79RQzkixDlIngBTT,55
DEMIAN,spotify:artist:6DNTezBmjBm68oYPCENCcA,Cassette,spotify:track:5IahLTZCuGKj1Iz2Q0Zwuv,50
DEMIAN,spotify:artist:6DNTezBmjBm68oYPCENCcA,LOVE% (feat. DAWN),spotify:track:2bR7KFQESL278uZAc1vb4U,46
DEMIAN,spotify:artist:6DNTezBmjBm68oYPCENCcA,YES,spotify:track:34Lx0rSnk1mCMkbJHMQAJG,43
DEMIAN,spotify:artist:6DNTezBmjBm68oYPCENCcA,KARMA,spotify:track:3Z5Dv9KZCyoRRfQ4ddA1y5,41
DEMIAN,spotify:artist:6DNTezBmjBm68oYPCENCcA,One more night,spotify:track:4gOl7iHzS91iCDMbJ3kshs,40
DEMIAN,spotify:artist:6DNTezBmjBm68oYPCENCcA,BOOM,spotify:track:5pZFm9QVnn0Ev82HMz8ZZP,30
AB6IX,spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g,BREATHE,spotify:track:4XbyRgWe6yU4wE6WShdTEs,53
AB6IX,spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g,CLOSE,spotify:track:5CXbZ60u7fq4UjlLnOig5Q,51
AB6IX,spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g,GEMINI,spotify:track:7L9gc9u9Ev2OprF08AMhGH,46
AB6IX,spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g,Fallin’ (Adrenaline) - AB6IX Remix,spotify:track:2c7h4G9kkMxeKCgh6Md7VR,45
AB6IX,spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g,"ROSE, SCENT, KISS",spotify:track:5eOb7OPhOkN0gUicVIcOCH,45
AB6IX,spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g,THE ANSWER,spotify:track:1L1N5X35wFk8d5VlyNy2Oa,45
AB6IX,spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g,BLIND FOR LOVE,spotify:track:4bUkJxCgAY9e9Tb0r4vOoy,43
AB6IX,spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g,MOONDANCE,spotify:track:3hGQn8GEEjsJD558f6qAtd,43
AB6IX,spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g,STAY YOUNG,spotify:track:3B1nflnhZHmUpbIovL66Pk,42
AB6IX,spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g,Walking In The Rain,spotify:track:1VYwqTxCvQZHpvI9WQVmdq,40
NCT 2020,spotify:artist:3IniCa6EijyZ3bsY0eTG3C,RESONANCE,spotify:track:6zAh5yF2pNYaAfqJtXQr2K,58
Girls' Generation,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,Gee,spotify:track:0t7kjpVLgOYITrSfFCoBEA,64
Girls' Generation,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,Lion Heart,spotify:track:405SQUJdQut02dxtuQ0CZ3,58
Girls' Generation,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,Into the New World,spotify:track:1RTW9UthqmZwr8Od6CH4i8,56
Girls' Generation,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,Mr.Mr.,spotify:track:3JaMGQXJmtbAhvgl0nBPPN,56
Girls' Generation,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,I Got A Boy,spotify:track:1w3NKvQH0sizDnL2G0keq4,50
Girls' Generation,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,Run Devil Run,spotify:track:0U9jNoTJeTxXToakhsb7pV,54
Girls' Generation,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,Genie,spotify:track:6kN3vvzDiVZP2hiPA0ApMd,48
Girls' Generation,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,Oh!,spotify:track:1gEHqX1uLUU7JoUQJ37maZ,39
Girls' Generation,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,Holiday,spotify:track:1Bjy9ZtwMle3uhVgoBgiGN,51
Girls' Generation,spotify:artist:0Sadg1vgvaPqGTOjxu0N6c,PARTY,spotify:track:0uak6K95JcYexDgqHmh5cc,50
BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,BANG BANG BANG,spotify:track:3dI59jLoFMjMAyUAyRZnkE,67
BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,FXXK IT,spotify:track:3lYvepDz6yYj29z7e4r5z0,61
BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,LOSER,spotify:track:2vzn8usBcuNL93DnTjEK0z,60
BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,IF YOU,spotify:track:4kaY4LbdbomICC25gYGGtn,59
BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,Haru Haru,spotify:track:1L4d2lafz1odpIMe8va21X,59
BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,LET'S NOT FALL IN LOVE,spotify:track:6UgkB0xM45TR3Zjqm3GQ6T,58
BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,LAST DANCE,spotify:track:7ijWcf4FsoxoyPK4B9WGp6,58
BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,FANTASTIC BABY - Japanese ver.,spotify:track:26JeAi8xsSvLRoNsl9B8Js,57
BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,BAE BAE,spotify:track:3miMeSGd7rzJEtuhQnzm0f,56
BIGBANG,spotify:artist:4Kxlr1PRlDKEB0ekOCyHgX,SOBER,spotify:track:3gUSmSBeeYsSMWECJcQW8w,56
2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,I Am The Best,spotify:track:26EM9sZnQkLLQxixGd88KE,63
2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,COME BACK HOME,spotify:track:63J1RStsmoVKXNTCHRNxii,56
2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,Lonely,spotify:track:5BzfRtVjyC4wbISHdbCvWL,55
2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,멘붕 - CL SOLO,spotify:track:616ZM39dWv2G4l1G6qP09Q,52
2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,You and I (Park Bom),spotify:track:14Pn9Vd2GKwQrVYADgCZ5l,51
2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,FIRE,spotify:track:4q2HU9Ijpk4zJ24x7oMdXb,50
2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,Goodbye,spotify:track:4e2GUvAz5aWwqdZGKNoYRw,49
2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,GOTTA BE YOU,spotify:track:29yVLesUDgcKvnTdipu3rw,49
2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,Go Away,spotify:track:4ebNVkfNL5kHuxr3o5K93R,48
2NE1,spotify:artist:1l0mKo96Jh9HVYONcRl3Yp,Falling In Love,spotify:track:2Jj05yf4C9PWgH7xQuVNIm,48
miss A,spotify:artist:1BEohdSWSBggmO979tzRwW,Bad Girl Good Girl,spotify:track:7kTKAdVVlDxve6Qr7Hm7Qc,54
miss A,spotify:artist:1BEohdSWSBggmO979tzRwW,Hush,spotify:track:0K2UTvyyBPSmr0IccCWNZm,53
miss A,spotify:artist:1BEohdSWSBggmO979tzRwW,다른 남자 말고 너 Only You,spotify:track:09CAOGrMHucCFL64TYGJ7H,51
miss A,spotify:artist:1BEohdSWSBggmO979tzRwW,Good-bye Baby,spotify:track:3zsqNf5Qm06qOiO8E0IxQU,47
miss A,spotify:artist:1BEohdSWSBggmO979tzRwW,남자 없이 잘 살아,spotify:track:7hCnoPpEDBMGnooYnOCRPX,44
miss A,spotify:artist:1BEohdSWSBggmO979tzRwW,Love Song,spotify:track:5tYY7HLz0kp3UmZ1oZjrGR,40
miss A,spotify:artist:1BEohdSWSBggmO979tzRwW,Breathe,spotify:track:06QlVuFPxhyPKmQIOJdokY,39
miss A,spotify:artist:1BEohdSWSBggmO979tzRwW,Touch,spotify:track:5N4AEg33vAtOGLxowqkDwa,38
miss A,spotify:artist:1BEohdSWSBggmO979tzRwW,Love Alone,spotify:track:26mAz5izlJzyGWZc3Dg26l,28
miss A,spotify:artist:1BEohdSWSBggmO979tzRwW,Love is U,spotify:track:1CED6G1JhQrU4JcTxAMi9a,24
INFINITE,spotify:artist:1bkpTEmumLC3xc7HgMsttU,Be Mine,spotify:track:3Ase3jvjv2RYIa92MMfu82,50
INFINITE,spotify:artist:1bkpTEmumLC3xc7HgMsttU,Bad,spotify:track:2N8gVC6b45879mbNo9IMZr,49
INFINITE,spotify:artist:1bkpTEmumLC3xc7HgMsttU,The Chaser,spotify:track:6fzJaYb6xprozFzFdqfI9s,47
INFINITE,spotify:artist:1bkpTEmumLC3xc7HgMsttU,Back,spotify:track:0uAsZrUZNHLg0JrnrSWuej,46
INFINITE,spotify:artist:1bkpTEmumLC3xc7HgMsttU,The Eye,spotify:track:78f6Qp6XQhSnJksCseLMMb,46
INFINITE,spotify:artist:1bkpTEmumLC3xc7HgMsttU,Man In Love,spotify:track:4CLZtVqnJTaTMiPEiwpO0E,45
INFINITE,spotify:artist:1bkpTEmumLC3xc7HgMsttU,Tell Me,spotify:track:6UGiaIJTytlixn5WDidlED,42
INFINITE,spotify:artist:1bkpTEmumLC3xc7HgMsttU,Paradise,spotify:track:0JhK334z7g4xOGCmltDNTQ,41
INFINITE,spotify:artist:1bkpTEmumLC3xc7HgMsttU,Last Romeo,spotify:track:4logEnZaIjQCGTJIxxGAZq,40
INFINITE,spotify:artist:1bkpTEmumLC3xc7HgMsttU,Destiny,spotify:track:7tYs4B4jm8E8UmvDG9iMVc,40
After School,spotify:artist:1loWI8jVk9btgJXHgqHXPD,bang,spotify:track:4eIyItvPfLiRpBsvk81voz,51
After School,spotify:artist:1loWI8jVk9btgJXHgqHXPD,Because of you,spotify:track:53PNN2kVM1eFU8C9KRs1jT,49
After School,spotify:artist:1loWI8jVk9btgJXHgqHXPD,DIVA,spotify:track:2zpQSMe7xEFeSdGNoFLWl8,46
After School,spotify:artist:1loWI8jVk9btgJXHgqHXPD,First Love,spotify:track:2LdOm1BBfBbQjw9LrqmfuC,43
After School,spotify:artist:1loWI8jVk9btgJXHgqHXPD,Shampoo,spotify:track:50JMmvCIMZCniuFeCOsRc4,43
After School,spotify:artist:1loWI8jVk9btgJXHgqHXPD,Flashback,spotify:track:1XX7qmxpxVj504Q6Iox4ac,39
After School,spotify:artist:1loWI8jVk9btgJXHgqHXPD,AH,spotify:track:1IP2NS7ov1MAh2Y4Nc4HId,36
After School,spotify:artist:1loWI8jVk9btgJXHgqHXPD,Bang ! (2011 New Recording),spotify:track:03xB2RaR17TyaR7tAfOYde,29
After School,spotify:artist:1loWI8jVk9btgJXHgqHXPD,Dressing Room,spotify:track:1Shv2iyK5lI20HnUrFaDUy,27
After School,spotify:artist:1loWI8jVk9btgJXHgqHXPD,When I fall,spotify:track:0Y2rCK78b0QlXLlassL2Xs,25
Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,Something,spotify:track:3xHIyErJUeuy0MpjUKRuPw,55
Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,기대해,spotify:track:4p1mcA5wVKjzUfdxPoxSax,50
Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,Darling,spotify:track:63M8a0AXYVBoZZfZmJbt6O,48
Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,I'll be yours,spotify:track:4dOOKtG5p4HXhWOBNAAMwS,44
Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,Ring My Bell,spotify:track:19euxgpVaBlvBOIRTLsgJQ,43
Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,여자 대통령,spotify:track:0cFGAeKZriFUSwg1b0CIY7,42
Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,반짝반짝,spotify:track:3GYjMYmmvBIk0xwbQhAnQ8,38
Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,나를 잊지마요,spotify:track:2n9soKlLyzuJvTTc7a0OOT,34
Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,보고싶어,spotify:track:2sXa61Z1hmeKyMrOentoKs,33
Girl's Day,spotify:artist:13kJgvU22LHMsJtGWLmx7W,THIRSTY,spotify:track:6Saxxs9Glx9wSkBIIfNsOs,33
SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,"쏘리 쏘리 Sorry, Sorry",spotify:track:5w18nowVMRZrC5Na9Vxoth,59
SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,Mr. Simple,spotify:track:6QTBYKLlV2PQniwAWrBV2z,55
SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,House Party,spotify:track:0awQIOFGtg18LCJ0WhFf8s,55
SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,Lo Siento,spotify:track:2VVqxQhALecXvaArlZSVXr,55
SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,Black Suit,spotify:track:0cCm1PbOd6nqAPDdA3PRfs,53
SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,Devil,spotify:track:3IQ9FJ2cMVQtger5ZhgCaj,52
SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,Mamacita (아야야),spotify:track:23z7nLq4CD83EyzeeIokkt,51
SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,One More Time (Otra Vez) - Feat. REIK Japanese Version,spotify:track:2GABJtjPw7wIavuYvPJsbF,36
SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,미인아 Bonamana,spotify:track:2cRTwcRq1idIR9NrcYKb63,51
SUPER JUNIOR,spotify:artist:6gzXCdfYfFe5XKhPKkYqxV,2YA2YAO!,spotify:track:7iQTGSIl9m4jofHBGby9kZ,49
SISTAR,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,Touch my body,spotify:track:5crARIrvoMiMf2AdlD78WN,56
SISTAR,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,I Like That,spotify:track:4wAjmojVxc6Wbeca9XvnDo,54
SISTAR,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,SHAKE IT,spotify:track:59FBFyeST1vqN8G41YgFS6,53
SISTAR,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,Give it to me,spotify:track:1t88m8JUlqn9kf0FLmVta5,52
SISTAR,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,Alone,spotify:track:40gUfKHwCNLpXowFN9Hvsu,52
SISTAR,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,LONELY,spotify:track:7oLXIyY1ZUexU0zcr39Xj0,49
SISTAR,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,Loving U,spotify:track:65w0pdINTiQjWBaE4Rws9Y,49
SISTAR,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,I Swear,spotify:track:23InoX4hVLESdcJfSTlxjq,47
SISTAR,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,So Cool,spotify:track:4yHrnHRkY8ZEZUHPdsRno2,47
SISTAR,spotify:artist:2wTLheTmMcFCA4hdY8hZJP,Say! Yes,spotify:track:5gDxhjgpRoClBFrOcNGiEQ,45
Wonder Girls,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,Why So Lonely,spotify:track:3mKK73NhylzXdHV4qZGxI4,55
Wonder Girls,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,Nobody,spotify:track:0TBNg82Zqi0k1VslEe2ooq,50
Wonder Girls,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,So Hot,spotify:track:6ZizEG2wtzeHrgKEv1eBmD,50
Wonder Girls,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,Nobody,spotify:track:7C3JLAmQzy9SnTZjKcdzCA,46
Wonder Girls,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,Be My Baby,spotify:track:4H3nLd4sDY2OBsugvJc0ql,43
Wonder Girls,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,Tell me (Sampling From `Two Of Hearts`),spotify:track:0m1L7kXouYgNJYtlJnncCl,42
Wonder Girls,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,I Feel You,spotify:track:1gdTztk1x8HCDlxcSR8vp3,41
Wonder Girls,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,Rewind,spotify:track:6UNRjSjhTNTu4b8fNEhDya,39
Wonder Girls,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,Like This,spotify:track:21NDvkwJCNQZHVpdrFZDv7,25
Wonder Girls,spotify:artist:3Cv2vi3WTl8VZOTdrBkKdM,Like Money,spotify:track:00kybFe5tzfkqRsT4t82vB,35
TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,MIROTIC,spotify:track:4BZhUnXvXYRQJPClr0hhIC,52
TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,운명 The Chance of Love,spotify:track:3XzxHvEomjJIKZcZqYfFut,45
TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,City Lights (U-Know Solo),spotify:track:5Ys4Y4sHPw6vIP84ID48KY,42
TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,주문 Mirotic - Live,spotify:track:2sX8TqQZIEwNHybyH3gXld,42
TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,Catch Me,spotify:track:0ZJI7ee6ELyLYQqXG87y0o,40
TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,Hug,spotify:track:2NMhPQgZ0rd3kq98KJViID,34
TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,Why? (Keep Your Head Down),spotify:track:4mOVg9QkQaJWgYdcjfW8pM,39
TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,Rising Sun,spotify:track:4Ak5M4CD9XGkSUmW0loxAl,38
TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,평행선 Love Line,spotify:track:3gsOAmZ9E4XlyQvzIKJT8d,38
TVXQ!,spotify:artist:6nVMMEywS5Y4tsHPKx1nIo,Truth,spotify:track:3O5CrJjatffDXBtVUK4XB5,37
CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,Loner,spotify:track:7wqBDFp7JZfWp3aPaC4gHQ,51
CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,Can't Stop,spotify:track:2sdf2x4YLaHb1k9HtE9cBs,46
CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,"Then, Now and Forever",spotify:track:2YLCxfPRnyYxgirjSYcTZZ,46
CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,Love,spotify:track:2s92cRmjW0GoGjjpExkAUQ,45
CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,Love Girl,spotify:track:1C2bTzulOc0kvGoiPnLqc2,43
CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,Love Light,spotify:track:0v2Mv5c7skLQ3s3NCmfYbc,41
CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,Cinderella,spotify:track:1wVKFRK2gYYwpV6tAFGvag,41
CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,Hey You,spotify:track:2XXXPN8xMAR9kot7S0GLbE,40
CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,I`m Sorry,spotify:track:5j6DtDtZ84kXFrfcBMT11S,39
CNBLUE,spotify:artist:6dCz3spfpIvqqqsIoP6wXi,YOU'RE SO FINE,spotify:track:00z4wF0iJsp6GwDkQxkGs6,37
KARA,spotify:artist:7aZ221EQfonNG2lO9Hh192,STEP,spotify:track:3YxK7NqMCWDpmrQ82Wvx25,51
KARA,spotify:artist:7aZ221EQfonNG2lO9Hh192,Mr.,spotify:track:4OqRMlyNvV36bP1DtJFp4t,50
KARA,spotify:artist:7aZ221EQfonNG2lO9Hh192,Mamma Mia,spotify:track:1jbHCJ8EtvoKfMMYy3bAlN,48
KARA,spotify:artist:7aZ221EQfonNG2lO9Hh192,Lupin,spotify:track:3RmwOvD5VBSsqSES1GsFX6,46
KARA,spotify:artist:7aZ221EQfonNG2lO9Hh192,ミスター - Japanese Version,spotify:track:1YbqEpGIo3lsq32f2evqgG,29
KARA,spotify:artist:7aZ221EQfonNG2lO9Hh192,Jumping,spotify:track:50TJXtdJhN2x6zxcp4pKZN,42
KARA,spotify:artist:7aZ221EQfonNG2lO9Hh192,Pandora,spotify:track:4ZtxMLkrwisNoHKVKmO4gA,41
